npc_name,sex,zone,expansion,client_version,dialog_type,quest_id,text,npc_id,race,narrator,portrait,model_id
Feero Ironhand,0,,vanilla,1.12.1,gossip,,Well done! I should be fine on my own from here. Remember to talk to Delgren when you return to Maestra's Post in Ashenvale.,4484,human,human,human,2594
Krak,2,,vanilla,1.12.1,gossip,,"Wow, it's 3 degrees Kraklenheit. Keep looking.",,,,,
Krak,2,,vanilla,1.12.1,gossip,,The temperature is 12 degrees Kraklenheit. How exciting.,,,,,
Krak,2,,vanilla,1.12.1,gossip,,It's 40 degrees Kraklenheit. Can you feel the heat? No? I really couldn't either.,,,,,
Krak,2,,vanilla,1.12.1,gossip,,*sigh* ...113 degrees Kraklenheit. Can't you do any better?,,,,,
Krak,2,,vanilla,1.12.1,gossip,,The temperature is 122 degrees Kraklenheit.,,,,,
Krak,2,,vanilla,1.12.1,gossip,,The temperature is 564 degrees Kraklenheit.,,,,,
Krak,2,,vanilla,1.12.1,gossip,,You're getting warmer... 7039 degrees Kraklenheit!,,,,,
Krak,2,,vanilla,1.12.1,gossip,,8536 degrees Kraklenheit is the reading... Tired of me yet?,,,,,
Krak,2,,vanilla,1.12.1,gossip,,The temperature is 9280 degrees Kraklenheit! That's HOT!,,,,,
Krak,2,,vanilla,1.12.1,gossip,,"DING! 428,000 degrees Kraklenheit, exactly! Well, approximately. Almost. Somewhere around there...",,,,,
Krak,2,,vanilla,1.12.1,gossip,,"It's 428,000 degrees Kraklenheit... What's happening, hot stuff!?",,,,,
Krak,2,,vanilla,1.12.1,gossip,,"Measuring by Kraklenheit, it is 428,000 degrees! That's Krakley!",,,,,
Krak,2,,vanilla,1.12.1,gossip,,"Holy Krakle! The temperature is 428,000 degrees Kraklenheit!",,,,,
Dashel Stonefist,0,Stormwind_City,vanilla,1.12.1,gossip,,"Now you're gonna get it good, $N!",4961,dwarf,dwarf,dwarf,3238
Dashel Stonefist,0,Stormwind_City,vanilla,1.12.1,gossip,,"Okay, okay! Enough fighting. No one else needs to get hurt.",4961,dwarf,dwarf,dwarf,3238
Dashel Stonefist,0,Stormwind_City,vanilla,1.12.1,gossip,,"It's okay, boys. Back off. You've done enough. I'll meet up with you later.",4961,dwarf,dwarf,dwarf,3238
Slim's Friend,0,,vanilla,1.12.1,gossip,,"Whoa! This is way more than what I bargained for, you're on your own, Slim!",,,,,
Ogron,2,,vanilla,1.12.1,gossip,,"I noticed some fire on that island over there. A human, too. Let's go check it out, $n.",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"That's Reethe alright. Let's go see what he has to say, yeah?",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,W-what do you want? Just leave me alone...,4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"I swear, I didn't steal anything from you! Here, take some of my supplies, just go away!",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Just tell us what you know about the Shady Rest Inn, and I won't bash your skull in.",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"I... Well, I may of taken a little thing or two from the inn... but what would an ogre care about that?",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Look here, if you don't tell me about the fire--",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Not one step closer, ogre!",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,And I don't know anything about this fire of yours...,4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,What was that? Did you hear something?,4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Paval Reethe! Found you at last. And consorting with ogres now? No fear, even deserters and traitors are afforded some mercy.",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Private, show Lieutenant Reethe some mercy.",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Gladly, sir.",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Ugh... Hallan, didn't think you had it in you...",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Now, let's clean up the rest of the trash, men!",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Damn it! You'd better not die on me, human!",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Still with us, Reethe?",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"Must be your lucky day. Alright, I'll talk. Just leave me alone. Look, you're not going to believe me, but it wa... oh, Light, looks like the girl could shoot...",4983,ogre,ogre,ogre,10704
Ogron,2,,vanilla,1.12.1,gossip,,"By the way, thanks for watching my back.",4983,ogre,ogre,ogre,10704
Nightmare,2,,vanilla,1.12.1,gossip,,You must not summon our god!,5407,spirit,spirit,spirit,2346
Nightmare,2,,vanilla,1.12.1,gossip,,Stop!  Infidels!,5407,spirit,spirit,spirit,2346
Nightmare,2,,vanilla,1.12.1,gossip,,No!  We cannot allow you to summon Hakkar!,5407,spirit,spirit,spirit,2346
Roc,2,,vanilla,1.12.1,gossip,,"I'm so glad yer back, Shay. Please, don't ever run off like that again! What would I tell yer parents if I lost ya?",,,,,
Roc,2,,vanilla,1.12.1,gossip,,"Ah, hits the spot!",,,,,
Roc,2,,vanilla,1.12.1,gossip,,I want more ale!  Give me more ale!,,,,,
Roc,2,,vanilla,1.12.1,gossip,,That one's empty!!,,,,,
Roc,2,,vanilla,1.12.1,gossip,,"Ah, empty again!",,,,,
Roc,2,,vanilla,1.12.1,gossip,,ALE!,,,,,
Roc,2,,vanilla,1.12.1,gossip,,Im out of here!,,,,,
Dar,0,Orgrimmar,vanilla,1.12.1,gossip,,"Good $N, you are under the spell's influence. I must analyze it quickly, then we can talk.",5591,orc,orc,orc,3508
Tooga,2,,vanilla,1.12.1,gossip,,I'm thirsty.,5955,animal,animal,animal,2902
Tooga,2,,vanilla,1.12.1,gossip,,Torta must be so worried.,5955,animal,animal,animal,2902
Tooga,2,,vanilla,1.12.1,gossip,,"Torta, my love! I have returned at long last.",5955,animal,animal,animal,2902
Tooga,2,,vanilla,1.12.1,gossip,,You have any idea how long I've been waiting here? And where's dinner? All that time gone and nothing to show for it?,5955,animal,animal,animal,2902
Tooga,2,,vanilla,1.12.1,gossip,,"My dearest Torta, I have been gone for so long. Finally we are reunited. At long last our love can blossom again.",5955,animal,animal,animal,2902
Tooga,2,,vanilla,1.12.1,gossip,,"Enough with the rambling. I am starving! Now, get your dusty shell into that ocean and bring momma some grub.",5955,animal,animal,animal,2902
Tooga,2,,vanilla,1.12.1,gossip,,"Yes, Torta. Whatever your heart desires...",5955,animal,animal,animal,2902
Tooga,2,,vanilla,1.12.1,gossip,,And try not to get lost this time....,5955,animal,animal,animal,2902
Azuregos,2,,vanilla,1.12.1,gossip,,"Come, little ones. Face me!",6109,dragon,dragon,dragon,11460
Daphne Stilwell,1,Ironforge,vanilla,1.12.1,gossip,,Kill her! Take the farm!,6182,human,human_female,human_female,4894
Daphne Stilwell,1,Ironforge,vanilla,1.12.1,gossip,,"You won't ruin my lands, you scum!",6182,human,human_female,human_female,4894
Daphne Stilwell,1,Ironforge,vanilla,1.12.1,gossip,,The Light is with us this day!,6182,human,human_female,human_female,4894
Big Will,0,,vanilla,1.12.1,gossip,,"Ready when you are, $c.",,,,,
Venture Co. Lookout,0,,vanilla,1.12.1,gossip,,Did you hear that?,,,,,
Venture Co. Lookout,0,,vanilla,1.12.1,gossip,,I smell rogue.,,,,,
Grubbis,2,,vanilla,1.12.1,gossip,,We come from below! You can never stop us!,,,,,
Rockbiter,2,Feralas,vanilla,1.12.1,gossip,,"I'm so glad yer back, Shay. Please, don't ever run off like that again! What would I tell yer parents if I lost ya?",7765,elemental,elemental,elemental,1918
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,"Don't forget to get my bell out of the chest here. And remember, if do happen to wander off, just ring it and I'll find you again.",7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,Are we taking the scenic route?,7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,"Oh, what a beautiful flower over there...",7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,Are you sure this is the right way? Maybe we should go this way instead...,7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,"Hmmm, I wonder what's over this way?",7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,This is quite an adventure!,7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,"Oh, I wandered off again.  I'm sorry.",7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,"The bell again, such a sweet sound.",7774,night_elf,night_elf_female,night_elf_female,6985
Shay Leafrunner,1,,vanilla,1.12.1,gossip,,"Oh, here you are, Rockbiter! I'm sorry, I know I'm not supposed to wander off.",7774,night_elf,night_elf_female,night_elf_female,6985
Kindal Moonweaver,1,Feralas,vanilla,1.12.1,gossip,,"I'm ready when you are, $N. Lead the way!",7956,night_elf,night_elf_female,night_elf_female,7044
Kindal Moonweaver,1,Feralas,vanilla,1.12.1,gossip,,"Die, $n. Elune will not have you harm her creatures any longer!",7956,night_elf,night_elf_female,night_elf_female,7044
Kindal Moonweaver,1,Feralas,vanilla,1.12.1,gossip,,You dare touch me?!,7956,night_elf,night_elf_female,night_elf_female,7044
Kindal Moonweaver,1,Feralas,vanilla,1.12.1,gossip,,We've done it! Meet me back by Jer'kai above the Grim Totem camp.,7956,night_elf,night_elf_female,night_elf_female,7044
Dorius Stonetender,0,Badlands,vanilla,1.12.1,gossip,,"It's on! $N, meet my fists. Fists, say hello to $N.",8284,dwarf,dwarf,dwarf,7760
Dorius Stonetender,0,Badlands,vanilla,1.12.1,gossip,,I'm about to open a can on this $N.,8284,dwarf,dwarf,dwarf,7760
Dorius,0,,vanilla,1.12.1,gossip,,"It's on! $N, meet my fists. Fists, say hello to $N.",,,,,
Dorius,0,,vanilla,1.12.1,gossip,,I'm about to open a can on this $N.,,,,,
Nightmare Suppressor,2,,vanilla,1.12.1,gossip,,You must not summon our god!,,,,,
Nightmare Suppressor,2,,vanilla,1.12.1,gossip,,Stop!  Infidels!,,,,,
Nightmare Suppressor,2,,vanilla,1.12.1,gossip,,No!  We cannot allow you to summon Hakkar!,,,,,
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,"All right, stay close.  These fiends will jump right out of the shadows at you if you let your guard down.",8516,human,human,human,7851
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,"Okay, here we go.  It's going to take about five minutes to shut this thing down through the ritual.  Once I start, keep the vermin off of me or it will be the end of us all!",8516,human,human,human,7851
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,"You'll rue the day you crossed me, $N",8516,human,human,human,7851
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,"Incoming $N - look sharp, friends!",8516,human,human,human,7851
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,Three minutes left -- I can feel the energy starting to build!  Keep up the solid defense!,8516,human,human,human,7851
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,"Just two minutes to go!  We're half way there, but don't let your guard down!",8516,human,human,human,7851
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,"One more minute!  Hold on now, the ritual is about to take hold!",8516,human,human,human,7851
Belnistrasz,0,Razorfen_Downs,vanilla,1.12.1,gossip,,"That's it -- we made it!  The ritual is set in motion, and idol fires are about to go out for good!  You truly are the heroes I thought you would be!",8516,human,human,human,7851
Anvilrage Guardsman,0,,vanilla,1.12.1,gossip,,You can't hide from us.  Prepare to burn!,,,,,
Fireguard,2,,vanilla,1.12.1,gossip,,HALT!  There were...reports...of a...disturbance.,,,,,
Fireguard,2,,vanilla,1.12.1,gossip,,We...are...investigating.,,,,,
Fireguard Destroyer,2,,vanilla,1.12.1,gossip,,HALT!  There were...reports...of a...disturbance.,,,,,
Fireguard Destroyer,2,,vanilla,1.12.1,gossip,,We...are...investigating.,,,,,
Lexlort,0,,vanilla,1.12.1,gossip,,"Kneel, Grark",9080,orc,orc,orc,8333
Lexlort,0,,vanilla,1.12.1,gossip,,"Grark Lorkrub, you have been charged and found guilty of treason against Horde. How you plead is unimportant. High Executioner Nuzrak, step forward.",9080,orc,orc,orc,8333
Lexlort,0,,vanilla,1.12.1,gossip,,End him...,9080,orc,orc,orc,8333
Lexlort,0,,vanilla,1.12.1,gossip,,"You, soldier, report back to Kargath at once!",9080,orc,orc,orc,8333
Aquementas,2,,vanilla,1.12.1,gossip,,Who dares awaken Aquementas?,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,Try the boar!  It's my new recipe!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,Enjoy!  You won't find better ale anywhere!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,Drink up!  There's more where that came from!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,Have you tried the Dark Iron Ale?  It's the best!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,What are you doing over there?,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,Hey!  Get away from that!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,No stealing the goods!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,That's it!  You're going down!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,That's it!  No more beer until this mess is sorted out!,,,,,
Plugger Spazzring,0,,vanilla,1.12.1,gossip,,"Hey, my pockets were picked!",,,,,
Phalanx,2,,vanilla,1.12.1,gossip,,Violence!  Property damage!  None shall pass!!,9502,construct,construct,construct,8177
Hurley Blackbreath,0,,vanilla,1.12.1,gossip,,Get away from those kegs!,,,,,
Hurley Blackbreath,0,,vanilla,1.12.1,gossip,,You'll pay for that!,,,,,
Grim Patron,0,,vanilla,1.12.1,gossip,,You'll pay for that!,9545,dwarf,dwarf,dwarf,8673
Grim Patron,0,,vanilla,1.12.1,gossip,,No!,9545,dwarf,dwarf,dwarf,8673
Grim Patron,0,,vanilla,1.12.1,gossip,,"Oh, now I'm pissed!",9545,dwarf,dwarf,dwarf,8673
Arei,2,Felwood,vanilla,1.12.1,gossip,,"Please, help me to get through this cursed forest, $r.",9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,This creature suffers from the effect of the fel... We must end its misery.,9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,"The corruption of the fel has not left any of the creatures of Felwood untouched, $N. Please, be on your guard.",9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,I sense the taint of corruption upon this $N. Help me detroy it.,9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,That I must fight against my own kind deeply saddens me.,9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,"I can sense it now, $n. Ashenvale lies down this path.",9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,I feel... something strange...,9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,"$N, my form has now changed! The true strength of my spirit is returning to me now... The cursed grasp of the forest is leaving me.",9598,night_elf,night_elf,night_elf,11362
Arei,2,Felwood,vanilla,1.12.1,gossip,,"Thank you, $N. Now my spirit will finally be at peace.",9598,night_elf,night_elf,night_elf,11362
Magmus,2,,vanilla,1.12.1,gossip,,"Emperor Thaurissan does not wish to be disturbed! Turn back now or face your doom, weak mortals!",,,,,
Ringo,0,,vanilla,1.12.1,gossip,,"Well, I'm not sure how far I'll make it in this state... I'm feeling kind of faint...",9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,"Remember, if I faint again, the water that Spraggle gave you will revive me.",9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,The heat... I can't take it...,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,Maybe... you could carry me?,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,Uuuuuuggggghhhhh....,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,I'm not feeling so well...,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,Where... Where am I?,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,"I am feeling a little better now, thank you.",9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,"Yes, I must go on.",9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,"How am I feeling? Quite soaked, thank you.",9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,Spraggle! I didn't think I'd make it back!,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,Ringo! You're okay!,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,Oh... I'm feeling faint...,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,Ugh.,9999,goblin,goblin,goblin,9340
Ringo,0,,vanilla,1.12.1,gossip,,"Ringo? Wake up! Don't worry, I'll take care of you.",9999,goblin,goblin,goblin,9340
Arugal,0,,vanilla,1.12.1,gossip,,"I have changed my mind loyal servants, you do not need to bring the prisoner all the way to my study, I will deal with him here and now.",,,,,
Arugal,0,,vanilla,1.12.1,gossip,,Vincent!  You and your pathetic ilk will find no more success in routing my sons and I than those beggardly remnants of the Kirin Tor.,,,,,
Arugal,0,,vanilla,1.12.1,gossip,,If you will not serve my Master with your sword and knowledge of his enemies...,,,,,
Arugal,0,,vanilla,1.12.1,gossip,,Your moldering remains will serve ME as a testament to what happens when one is foolish enough to trespass in my domain!,,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,"Curious... Windsor, in this vision, did you survive? I only ask because one thing that I can and will assure is your death. Here and now.",,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,"Yesss... Guards, come to your lord's aid!",,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,"Was this fabled, Windsor? If it was death that you came for then the prophecy has been fulfilled. May your consciousness rot in the Twisting Nether. Finish the rest of these meddlesome insects, children. Bolvar, you have been a pleasureable puppet.",,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,"You have failed him, mortalsss... Farewell!",,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,"How fortuitous. Usually, I must leave my lair to feed.",,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,"Learn your place, mortal!",,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,This meaningless exertion bores me. I'll incinerate you all from above!,,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,"It seems you'll need another lesson, mortals!",,,,,
Onyxia,1,,vanilla,1.12.1,gossip,,You seek to lure me from my clutch? You shall pay for your insolence!,,,,,
Ranshalla,1,,vanilla,1.12.1,gossip,,This blue light... It's strange. What do you think it means?,10300,night_elf,night_elf_female,night_elf_female,9775
Ranshalla,1,,vanilla,1.12.1,gossip,,We've found it!,10300,night_elf,night_elf_female,night_elf_female,9775
Ranshalla,1,,vanilla,1.12.1,gossip,,"Please, light this while I am channeling",10300,night_elf,night_elf_female,night_elf_female,9775
Ranshalla,1,,vanilla,1.12.1,gossip,,This is the place. Let's light it.,10300,night_elf,night_elf_female,night_elf_female,9775
Ranshalla,1,,vanilla,1.12.1,gossip,,Let's find the next one.,10300,night_elf,night_elf_female,night_elf_female,9775
Ranshalla,1,,vanilla,1.12.1,gossip,,We must continue on now.,10300,night_elf,night_elf_female,night_elf_female,9775
