"npc_name","sex","dialog_type","quest_id","text"
"Pat","2","gossip","","Patchwerk want to play!"
"Pat","2","gossip","","Kel'thuzad make Patchwerk his avatar of war!"
"Pat","2","gossip","","No more play?"
"Pat","2","gossip","","What happened to... Patch..."
"Mist","2","gossip","","Mist! I feared I would never see you again! Yes, I am well, do not worry for me. You must rest and recover your health."
"Therylune","2","gossip","","Ok, let's go!"
"Therylune","2","gossip","","I can make it the rest of the way, $N.  THANKS!"
"Forsaken Scout","0","gossip","","A $C! Slaying him would please the master. Attack!"
"Balizar the Umbrage","2","gossip","","Not quite so sure of yourself without the Purifier, hm?"
"Wolf Master Nandos","2","gossip","","I can't believe it! You've destroyed my pack... Now face my wrath!"
"Herod","0","gossip","","Ah, I have been waiting for a real challenge!"
"Herod","0","gossip","","Blades of light!"
"Herod","0","gossip","","Light, give me strength!"
"Herod","0","gossip","","Hah, is that all?"
"Deathstalker Vincent","0","gossip","","Arrrgh!"
"Feero Ironhand","0","gossip","","Let's go $N!"
"Feero Ironhand","0","gossip","","It looks like we're in trouble. Look lively, here they come!"
"Feero Ironhand","0","gossip","","Assassins from that cult you found... Let's get moving before someone else finds us out here."
"Feero Ironhand","0","gossip","","Hold! I sense an evil presence... Undead!"
"Feero Ironhand","0","gossip","","They're coming out of the woodwork today. Let's keep moving or we may find more things that want me dead."
"Feero Ironhand","0","gossip","","These three again?"
"Feero Ironhand","0","gossip","","I'll finish you off for good this time!"
"Feero Ironhand","0","gossip","","Well done! I should be fine on my own from here. Remember to talk to Delgren when you return to Maestra's Post in Ashenvale."
"Krak","2","gossip","","Wow, it's 3 degrees Kraklenheit. Keep looking."
"Krak","2","gossip","","The temperature is 12 degrees Kraklenheit. How exciting."
"Krak","2","gossip","","It's 40 degrees Kraklenheit. Can you feel the heat? No? I really couldn't either."
"Krak","2","gossip","","*sigh* ...113 degrees Kraklenheit. Can't you do any better?"
"Krak","2","gossip","","The temperature is 122 degrees Kraklenheit."
"Krak","2","gossip","","The temperature is 564 degrees Kraklenheit."
"Krak","2","gossip","","You're getting warmer... 7039 degrees Kraklenheit!"
"Krak","2","gossip","","8536 degrees Kraklenheit is the reading... Tired of me yet?"
"Krak","2","gossip","","The temperature is 9280 degrees Kraklenheit! That's HOT!"
"Krak","2","gossip","","DING! 428,000 degrees Kraklenheit, exactly! Well, approximately. Almost. Somewhere around there..."
"Krak","2","gossip","","It's 428,000 degrees Kraklenheit... What's happening, hot stuff!?"
"Krak","2","gossip","","Measuring by Kraklenheit, it is 428,000 degrees! That's Krakley!"
"Krak","2","gossip","","Holy Krakle! The temperature is 428,000 degrees Kraklenheit!"
"Dashel Stonefist","0","gossip","","Now you're gonna get it good, $N!"
"Dashel Stonefist","0","gossip","","Okay, okay! Enough fighting. No one else needs to get hurt."
"Dashel Stonefist","0","gossip","","It's okay, boys. Back off. You've done enough. I'll meet up with you later."
"Slim's Friend","0","gossip","","Whoa! This is way more than what I bargained for, you're on your own, Slim!"
"Ogron","2","gossip","","I noticed some fire on that island over there. A human, too. Let's go check it out, $n."
"Ogron","2","gossip","","That's Reethe alright. Let's go see what he has to say, yeah?"
"Ogron","2","gossip","","W-what do you want? Just leave me alone..."
"Ogron","2","gossip","","I swear, I didn't steal anything from you! Here, take some of my supplies, just go away!"
"Ogron","2","gossip","","Just tell us what you know about the Shady Rest Inn, and I won't bash your skull in."
"Ogron","2","gossip","","I... Well, I may of taken a little thing or two from the inn... but what would an ogre care about that?"
"Ogron","2","gossip","","Look here, if you don't tell me about the fire--"
"Ogron","2","gossip","","Not one step closer, ogre!"
"Ogron","2","gossip","","And I don't know anything about this fire of yours..."
"Ogron","2","gossip","","What was that? Did you hear something?"
"Ogron","2","gossip","","Paval Reethe! Found you at last. And consorting with ogres now? No fear, even deserters and traitors are afforded some mercy."
"Ogron","2","gossip","","Private, show Lieutenant Reethe some mercy."
"Ogron","2","gossip","","Gladly, sir."
"Ogron","2","gossip","","Ugh... Hallan, didn't think you had it in you..."
"Ogron","2","gossip","","Now, let's clean up the rest of the trash, men!"
"Ogron","2","gossip","","Damn it! You'd better not die on me, human!"
"Ogron","2","gossip","","Still with us, Reethe?"
"Ogron","2","gossip","","Must be your lucky day. Alright, I'll talk. Just leave me alone. Look, you're not going to believe me, but it wa... oh, Light, looks like the girl could shoot..."
"Ogron","2","gossip","","By the way, thanks for watching my back."
"Nightmare","2","gossip","","You must not summon our god!"
"Nightmare","2","gossip","","Stop!  Infidels!"
"Nightmare","2","gossip","","No!  We cannot allow you to summon Hakkar!"
"Roc","2","gossip","","I'm so glad yer back, Shay. Please, don't ever run off like that again! What would I tell yer parents if I lost ya?"
"Roc","2","gossip","","Ah, hits the spot!"
"Roc","2","gossip","","I want more ale!  Give me more ale!"
"Roc","2","gossip","","That one's empty!!"
"Roc","2","gossip","","Ah, empty again!"
"Roc","2","gossip","","ALE!"
"Roc","2","gossip","","Im out of here!"
"Dar","0","gossip","","Good $N, you are under the spell's influence. I must analyze it quickly, then we can talk."
"Tooga","2","gossip","","I'm thirsty."
"Tooga","2","gossip","","Torta must be so worried."
"Tooga","2","gossip","","Torta, my love! I have returned at long last."
"Tooga","2","gossip","","You have any idea how long I've been waiting here? And where's dinner? All that time gone and nothing to show for it?"
"Tooga","2","gossip","","My dearest Torta, I have been gone for so long. Finally we are reunited. At long last our love can blossom again."
"Tooga","2","gossip","","Enough with the rambling. I am starving! Now, get your dusty shell into that ocean and bring momma some grub."
"Tooga","2","gossip","","Yes, Torta. Whatever your heart desires..."
"Tooga","2","gossip","","And try not to get lost this time...."
"Azuregos","2","gossip","","Come, little ones. Face me!"
"Daphne Stilwell","1","gossip","","Kill her! Take the farm!"
"Daphne Stilwell","1","gossip","","You won't ruin my lands, you scum!"
"Daphne Stilwell","1","gossip","","The Light is with us this day!"
"Big Will","0","gossip","","Ready when you are, $c."
"Venture Co. Lookout","0","gossip","","Did you hear that?"
"Venture Co. Lookout","0","gossip","","I smell rogue."
"Grubbis","2","gossip","","We come from below! You can never stop us!"
"Rockbiter","2","gossip","","I'm so glad yer back, Shay. Please, don't ever run off like that again! What would I tell yer parents if I lost ya?"
"Shay Leafrunner","1","gossip","","Don't forget to get my bell out of the chest here. And remember, if do happen to wander off, just ring it and I'll find you again."
"Shay Leafrunner","1","gossip","","Are we taking the scenic route?"
"Shay Leafrunner","1","gossip","","Oh, what a beautiful flower over there..."
"Shay Leafrunner","1","gossip","","Are you sure this is the right way? Maybe we should go this way instead..."
"Shay Leafrunner","1","gossip","","Hmmm, I wonder what's over this way?"
"Shay Leafrunner","1","gossip","","This is quite an adventure!"
"Shay Leafrunner","1","gossip","","Oh, I wandered off again.  I'm sorry."
"Shay Leafrunner","1","gossip","","The bell again, such a sweet sound."
"Shay Leafrunner","1","gossip","","Oh, here you are, Rockbiter! I'm sorry, I know I'm not supposed to wander off."
"Kindal Moonweaver","1","gossip","","I'm ready when you are, $N. Lead the way!"
"Kindal Moonweaver","1","gossip","","Die, $n. Elune will not have you harm her creatures any longer!"
"Kindal Moonweaver","1","gossip","","You dare touch me?!"
"Kindal Moonweaver","1","gossip","","We've done it! Meet me back by Jer'kai above the Grim Totem camp."
"Dorius Stonetender","0","gossip","","It's on! $N, meet my fists. Fists, say hello to $N."
"Dorius Stonetender","0","gossip","","I'm about to open a can on this $N."
"Dorius","0","gossip","","It's on! $N, meet my fists. Fists, say hello to $N."
"Dorius","0","gossip","","I'm about to open a can on this $N."
"Nightmare Suppressor","2","gossip","","You must not summon our god!"
"Nightmare Suppressor","2","gossip","","Stop!  Infidels!"
"Nightmare Suppressor","2","gossip","","No!  We cannot allow you to summon Hakkar!"
"Belnistrasz","0","gossip","","All right, stay close.  These fiends will jump right out of the shadows at you if you let your guard down."
"Belnistrasz","0","gossip","","Okay, here we go.  It's going to take about five minutes to shut this thing down through the ritual.  Once I start, keep the vermin off of me or it will be the end of us all!"
"Belnistrasz","0","gossip","","You'll rue the day you crossed me, $N"
"Belnistrasz","0","gossip","","Incoming $N - look sharp, friends!"
"Belnistrasz","0","gossip","","Three minutes left -- I can feel the energy starting to build!  Keep up the solid defense!"
"Belnistrasz","0","gossip","","Just two minutes to go!  We're half way there, but don't let your guard down!"
"Belnistrasz","0","gossip","","One more minute!  Hold on now, the ritual is about to take hold!"
"Belnistrasz","0","gossip","","That's it -- we made it!  The ritual is set in motion, and idol fires are about to go out for good!  You truly are the heroes I thought you would be!"
"Anvilrage Guardsman","0","gossip","","You can't hide from us.  Prepare to burn!"
"Fireguard","2","gossip","","HALT!  There were...reports...of a...disturbance."
"Fireguard","2","gossip","","We...are...investigating."
"Fireguard Destroyer","2","gossip","","HALT!  There were...reports...of a...disturbance."
"Fireguard Destroyer","2","gossip","","We...are...investigating."
"Lexlort","0","gossip","","Kneel, Grark"
"Lexlort","0","gossip","","Grark Lorkrub, you have been charged and found guilty of treason against Horde. How you plead is unimportant. High Executioner Nuzrak, step forward."
"Lexlort","0","gossip","","End him..."
"Lexlort","0","gossip","","You, soldier, report back to Kargath at once!"
"Aquementas","2","gossip","","Who dares awaken Aquementas?"
"Plugger Spazzring","0","gossip","","Try the boar!  It's my new recipe!"
"Plugger Spazzring","0","gossip","","Enjoy!  You won't find better ale anywhere!"
"Plugger Spazzring","0","gossip","","Drink up!  There's more where that came from!"
"Plugger Spazzring","0","gossip","","Have you tried the Dark Iron Ale?  It's the best!"
"Plugger Spazzring","0","gossip","","What are you doing over there?"
"Plugger Spazzring","0","gossip","","Hey!  Get away from that!"
"Plugger Spazzring","0","gossip","","No stealing the goods!"
"Plugger Spazzring","0","gossip","","That's it!  You're going down!"
"Plugger Spazzring","0","gossip","","That's it!  No more beer until this mess is sorted out!"
"Plugger Spazzring","0","gossip","","Hey, my pockets were picked!"
"Phalanx","2","gossip","","Violence!  Property damage!  None shall pass!!"
"Hurley Blackbreath","0","gossip","","Get away from those kegs!"
"Hurley Blackbreath","0","gossip","","You'll pay for that!"
"Grim Patron","0","gossip","","You'll pay for that!"
"Grim Patron","0","gossip","","No!"
"Grim Patron","0","gossip","","Oh, now I'm pissed!"
"Arei","2","gossip","","Please, help me to get through this cursed forest, $r."
"Arei","2","gossip","","This creature suffers from the effect of the fel... We must end its misery."
"Arei","2","gossip","","The corruption of the fel has not left any of the creatures of Felwood untouched, $N. Please, be on your guard."
"Arei","2","gossip","","I sense the taint of corruption upon this $N. Help me detroy it."
"Arei","2","gossip","","That I must fight against my own kind deeply saddens me."
"Arei","2","gossip","","I can sense it now, $n. Ashenvale lies down this path."
"Arei","2","gossip","","I feel... something strange..."
"Arei","2","gossip","","$N, my form has now changed! The true strength of my spirit is returning to me now... The cursed grasp of the forest is leaving me."
"Arei","2","gossip","","Thank you, $N. Now my spirit will finally be at peace."
"Magmus","2","gossip","","Emperor Thaurissan does not wish to be disturbed! Turn back now or face your doom, weak mortals!"
"Ringo","0","gossip","","Well, I'm not sure how far I'll make it in this state... I'm feeling kind of faint..."
"Ringo","0","gossip","","Remember, if I faint again, the water that Spraggle gave you will revive me."
"Ringo","0","gossip","","The heat... I can't take it..."
"Ringo","0","gossip","","Maybe... you could carry me?"
"Ringo","0","gossip","","Uuuuuuggggghhhhh...."
"Ringo","0","gossip","","I'm not feeling so well..."
"Ringo","0","gossip","","Where... Where am I?"
"Ringo","0","gossip","","I am feeling a little better now, thank you."
"Ringo","0","gossip","","Yes, I must go on."
"Ringo","0","gossip","","How am I feeling? Quite soaked, thank you."
"Ringo","0","gossip","","Spraggle! I didn't think I'd make it back!"
"Ringo","0","gossip","","Ringo! You're okay!"
"Ringo","0","gossip","","Oh... I'm feeling faint..."
"Ringo","0","gossip","","Ugh."
"Ringo","0","gossip","","Ringo? Wake up! Don't worry, I'll take care of you."
"Arugal","0","gossip","","I have changed my mind loyal servants, you do not need to bring the prisoner all the way to my study, I will deal with him here and now."
"Arugal","0","gossip","","Vincent!  You and your pathetic ilk will find no more success in routing my sons and I than those beggardly remnants of the Kirin Tor."
"Arugal","0","gossip","","If you will not serve my Master with your sword and knowledge of his enemies..."
"Arugal","0","gossip","","Your moldering remains will serve ME as a testament to what happens when one is foolish enough to trespass in my domain!"
"Onyxia","1","gossip","","Curious... Windsor, in this vision, did you survive? I only ask because one thing that I can and will assure is your death. Here and now."
"Onyxia","1","gossip","","Yesss... Guards, come to your lord's aid!"
"Onyxia","1","gossip","","Was this fabled, Windsor? If it was death that you came for then the prophecy has been fulfilled. May your consciousness rot in the Twisting Nether. Finish the rest of these meddlesome insects, children. Bolvar, you have been a pleasureable puppet."
"Onyxia","1","gossip","","You have failed him, mortalsss... Farewell!"
"Onyxia","1","gossip","","How fortuitous. Usually, I must leave my lair to feed."
"Onyxia","1","gossip","","Learn your place, mortal!"
"Onyxia","1","gossip","","This meaningless exertion bores me. I'll incinerate you all from above!"
"Onyxia","1","gossip","","It seems you'll need another lesson, mortals!"
"Onyxia","1","gossip","","You seek to lure me from my clutch? You shall pay for your insolence!"
"Ranshalla","1","gossip","","This blue light... It's strange. What do you think it means?"
"Ranshalla","1","gossip","","We've found it!"
"Ranshalla","1","gossip","","Please, light this while I am channeling"
"Ranshalla","1","gossip","","This is the place. Let's light it."
"Ranshalla","1","gossip","","Let's find the next one."
"Ranshalla","1","gossip","","We must continue on now."
"Ranshalla","1","gossip","","It is time for the final step; we must activate the altar."
"Ranshalla","1","gossip","","I will read the words carved into the stone, and you must find a way to light it."
"Ranshalla","1","gossip","","The altar is glowing! We have done it!"
"Ranshalla","1","gossip","","What is happening? Look!"
"Ranshalla","1","gossip","","Please, priestesses, forgive us for our intrusion. We do not wish any harm here."
"Ranshalla","1","gossip","","We only wish to know why the wildkin guard this area..."
"Ranshalla","1","gossip","","Thank you for your help, $N. I wish you well in your adventures."
"Ranshalla","1","gossip","","I want to stay here and reflect on what we have seen. Please see Erelas and tell him what we have learned."
"Ranshalla","1","gossip","","Remember, I need your help to properly channel. I will ask you to aid me several times in our path, so please be ready."
"Krakle","0","gossip","","Wow, it's 3 degrees Kraklenheit. Keep looking."
"Krakle","0","gossip","","The temperature is 12 degrees Kraklenheit. How exciting."
"Krakle","0","gossip","","It's 40 degrees Kraklenheit. Can you feel the heat? No? I really couldn't either."
"Krakle","0","gossip","","*sigh* ...113 degrees Kraklenheit. Can't you do any better?"
"Krakle","0","gossip","","The temperature is 122 degrees Kraklenheit."
"Krakle","0","gossip","","The temperature is 564 degrees Kraklenheit."
"Krakle","0","gossip","","You're getting warmer... 7039 degrees Kraklenheit!"
"Krakle","0","gossip","","8536 degrees Kraklenheit is the reading... Tired of me yet?"
"Krakle","0","gossip","","The temperature is 9280 degrees Kraklenheit! That's HOT!"
"Krakle","0","gossip","","DING! 428,000 degrees Kraklenheit, exactly! Well, approximately. Almost. Somewhere around there..."
"Krakle","0","gossip","","It's 428,000 degrees Kraklenheit... What's happening, hot stuff!?"
"Krakle","0","gossip","","Measuring by Kraklenheit, it is 428,000 degrees! That's Krakley!"
"Krakle","0","gossip","","Holy Krakle! The temperature is 428,000 degrees Kraklenheit!"
"Thuzadin Acolyte","0","gossip","","An Ash'ari Crystal has fallen! Stay true to the Lich King, my brethren, and attempt to resummon it."
"Thuzadin Acolyte","0","gossip","","One of the Ash'ari Crystals has been destroyed!  Slay the intruders!"
"Thuzadin Acolyte","0","gossip","","An Ash'ari Crystal has been toppled! Restore the ziggurat before the Necropolis is vulnerable!"
"Vectus","2","gossip","","What is this?!  How dare you!"
"Baron Rivendare","2","gossip","","The Ash'ari Crystals have been destroyed! The Slaughterhouse is vulnerable!"
"Baron Rivendare","2","gossip","","Intruders!  More pawns of the Argent Dawn, no doubt.  I already count one of their number among my prisoners.  Withdraw from my domain before she is executed!"
"Baron Rivendare","2","gossip","","You're still here?  Your foolishness is amusing!  The Argent Dawn wench needn't suffer in vain.  Leave at once and she shall be spared!"
"Baron Rivendare","2","gossip","","I shall take great pleasure in taking this poor wretch's life!  It's not too late, she needn't suffer in vain.  Turn back and her death shall be merciful!"
"Baron Rivendare","2","gossip","","May this prisoner's death serve as a warning.  None shall defy the scourge and live!"
"Baron Rivendare","2","gossip","","So you see fit to toy with the Lich King's creations? Ramstein, be sure to give the intruders a proper greeting."
"Baron Rivendare","2","gossip","","Time to take matters into my own hands. Come. Enter my domain and challenge the might of the Scourge!"
"Vaelastrasz","2","gossip","","Run! They are coming!"
"Vaelastrasz","2","gossip","","Too late, friends! Nefarius' corruption has taken hold...I cannot...control myself."
"Vaelastrasz","2","gossip","","I beg you, mortals - FLEE! Flee before I lose all sense of control! The black fire rages within my heart! I MUST- release it!"
"Vaelastrasz","2","gossip","","FLAME! DEATH! DESTRUCTION! Cower, mortals before the wrath of Lord...NO - I MUST fight this! Alexstrasza help me, I MUST fight it!"
"Vaelastrasz","2","gossip","","Nefarius' hate has made me stronger than ever before! You should have fled while you could, mortals! The fury of Blackrock courses through my veins!"
"Vaelastrasz","2","gossip","","Forgive me, $N! Your death only adds to my failure!"
"Lazy Peon","0","gossip","","Ow!  Ok, I'll get back to work, $N!"
"Rookery Hatcher","2","gossip","","Intruders are destroying our eggs!  Stop!!"
"Aurius","0","gossip","","Rivendare!  I come for you!"
"Aurius","0","gossip","","Argh!"
"Freed Soul","2","gossip","","Thanks to Egan"
"Freed Soul","2","gossip","","Rivendare must die"
"Freed Soul","2","gossip","","Who you gonna call?"
"Freed Soul","2","gossip","","Don't cross those beams!"
"Highborne Summoner","0","gossip","","The demon is loose!  Quickly we must restrain him!"
"Prince Tortheldrin","0","gossip","","Who dares disrupt the sanctity of Eldre'Thalas? Face me, cowards!"
"Old Ironbark","2","gossip","","At last... Freed from his cursed grasp!"
"Ragnaros","2","gossip","","Behold Ragnaros - the Firelord! He who was ancient when this world was young! Bow before him, mortals! Bow before your ending!"
"Ragnaros","2","gossip","","TOO SOON! YOU HAVE AWAKENED ME TOO SOON, EXECUTUS! WHAT IS THE MEANING OF THIS INTRUSION???"
"Ragnaros","2","gossip","","These mortal infidels, my lord! They have invaded your sanctum and seek to steal your secrets!"
"Ragnaros","2","gossip","","FOOL! YOU ALLOWED THESE INSECTS TO RUN RAMPANT THROUGH THE HALLOWED CORE? AND NOW YOU LEAD THEM TO MY VERY LAIR? YOU HAVE FAILED ME, EXECUTUS! JUSTICE SHALL BE MET, INDEED!"
"Ragnaros","2","gossip","","NOW FOR YOU, INSECTS! BOLDLY, YOU SOUGHT THE POWER OF RAGNAROS. NOW YOU SHALL SEE IT FIRSTHAND!"
"Ragnaros","2","gossip","","COME FORTH, MY SERVANTS! DEFEND YOUR MASTER!"
"Ragnaros","2","gossip","","YOU CANNOT DEFEAT THE LIVING FLAME! COME YOU MINIONS OF FIRE! COME FORTH, YOU CREATURES OF HATE! YOUR MASTER CALLS!"
"Ragnaros","2","gossip","","BY FIRE BE PURGED!"
"Ragnaros","2","gossip","","TASTE THE FLAMES OF SULFURON!"
"Ragnaros","2","gossip","","DIE, INSECT!"
"Ragnaros","2","gossip","","MY PATIENCE IS DWINDLING! COME GNATS: TO YOUR DEATH!"
"Ragnaros","2","gossip","","My flame! Please don't take away my flame..."
"Nefarian","2","gossip","","Well done, my minions. The mortals' courage begins to wane! Now, let's see how they contend with the true Lord of Blackrock Spire!!!"
"Nefarian","2","gossip","","Enough! Now you vermin shall feel the force of my birthright, the fury of the earth itself."
"Nefarian","2","gossip","","BURN! You wretches! BURN!"
"Nefarian","2","gossip","","Impossible! Rise my minions!  Serve your master once more!"
"Nefarian","2","gossip","","Worthless $N!  Your friends will join you soon enough!"
"Nefarian","2","gossip","","This cannot be!  I am the master here!  You mortals are nothing to my kind!  Do you hear me? Nothing!"
"Nefarian","2","gossip","","Mages too? You should be more careful when you play with magic..."
"Nefarian","2","gossip","","Warriors, I know you can hit harder than that! Let's see it!"
"Nefarian","2","gossip","","Druids and your silly shapeshifting. Let's see it in action!"
"Nefarian","2","gossip","","Priests! If you're going to keep healing like that, we might as well make it a little more interesting!"
"Nefarian","2","gossip","","Paladins... I've heard you have many lives. Show me."
"Nefarian","2","gossip","","Shamans, show me what your totems can do!"
"Nefarian","2","gossip","","Warlocks, you shouldn't be playing with magic you don't understand. See what happens?"
"Nefarian","2","gossip","","Hunters and your annoying pea-shooters!"
"Nefarian","2","gossip","","Rogues? Stop hiding and face me!"
"Nefarian","2","gossip","","Death Knights, get over here!"
"Priestess of Elune","1","gossip","","It has been many years..."
"Priestess of Elune","1","gossip","","Who has disturbed the altar of the goddess?"
"Priestess of Elune","1","gossip","","Enu thora'serador. This is a sacred place."
"Priestess of Elune","1","gossip","","We will show you..."
"Priestess of Elune","1","gossip","","Look above you; thara dormil dorah..."
"Priestess of Elune","1","gossip","","This gem once allowed direct communication with Elune, herself."
"Priestess of Elune","1","gossip","","Through the gem, Elune channeled her infinite wisdom..."
"Priestess of Elune","1","gossip","","Realizing that the gem needed to be protected, we turned to the goddess herself."
"Priestess of Elune","1","gossip","","Soon after, we began to have visions of a creature... A creature with the feathers of an owl, but the will and might of a bear..."
"Priestess of Elune","1","gossip","","It was on that day that the wildkin were given to us. Fierce guardians, the goddess assigned the wildkin to protect all of her sacred places."
"Priestess of Elune","1","gossip","","But now, many years later, the wildkin have grown more feral, and without the guidance of the goddess, they are confused..."
"Priestess of Elune","1","gossip","","Without a purpose, they wander... But many find their way back to the sacred areas that they once were sworn to protect."
"Priestess of Elune","1","gossip","","Wildkin are inherently magical; this power was bestowed upon them by the goddess."
"Priestess of Elune","1","gossip","","Know that wherever you might find them in the world, they are protecting something of importance, as they were entrusted to do so long ago."
"Priestess of Elune","1","gossip","","Please, remember what we have shown you..."
"Priestess of Elune","1","gossip","","Farewell."
"Voice of Elune","2","gossip","","Anu'dorini Talah. Ru shallora enudoril."
"Reginald Windsor","0","gossip","","Yawww!"
"Reginald Windsor","0","gossip","","I knew you would come, $N. It is good to see you again, friend."
"Reginald Windsor","0","gossip","","On guard, friend. The lady dragon will not give in without a fight."
"Reginald Windsor","0","gossip","","As was fated a lifetime ago in Karazhan, monster - I come - and with me I bring justice."
"Reginald Windsor","0","gossip","","You must do what you think is right, Marcus. We served together under Turalyon. He made us both the men that we are today. Did he err with me? Do you truly believe my intent is to cause harm to our alliance? Would I shame our heroes?"
"Reginald Windsor","0","gossip","","Holding me here is not the right decision, Marcus."
"Reginald Windsor","0","gossip","","Dear friend, you honor them with your vigilant watch. You are steadfast in your allegiance. I do not doubt for a moment that you would not give as great a sacrifice for your people as any of the heroes you stand under."
"Reginald Windsor","0","gossip","","Now, it is time to bring her reign to an end, Marcus. Stand down, friend."
"Reginald Windsor","0","gossip","","Thank you, old friend. You have done the right thing."
"Reginald Windsor","0","gossip","","Follow me, friends. To Stormwind Keep!"
"Reginald Windsor","0","gossip","","Be brave, friends. The reptile will thrash wildly. It is an act of desperation. When you are ready, give me the word."
"Reginald Windsor","0","gossip","","Onward!"
"Reginald Windsor","0","gossip","","Majesty, run while you still can. She is not what you think her to be..."
"Reginald Windsor","0","gossip","","The masquerade is over, Lady Prestor. Or should I call you by your true name... Onyxia..."
"Reginald Windsor","0","gossip","","You will not escape your fate, Onyxia. It has been prophesied - a vision resonating from the great halls of Karazhan. It ends now..."
"Reginald Windsor","0","gossip","","The Dark Irons thought these tablets to be encoded. This is not any form of coding, it is the tongue of ancient dragon."
"Reginald Windsor","0","gossip","","Listen, dragon. Let the truth resonate throughout these halls."
"Reginald Windsor","0","gossip","","DO NOT LET HER ESCAPE!"
"Reginald Windsor","0","gossip","","Bol... Bolvar... the medallion... use..."
"Reginald Windsor","0","gossip","","Can you feel the power, $N??? It's time to ROCK!"
"Reginald Windsor","0","gossip","","Now we just have to free Tobias and we can get out of here. This way!"
"Reginald Windsor","0","gossip","","Open it."
"Reginald Windsor","0","gossip","","I never did like those two. Let's get moving."
"Reginald Windsor","0","gossip","","Open it and be careful this time!"
"Reginald Windsor","0","gossip","","That intolerant dirtbag finally got what was coming to him. Good riddance!"
"Reginald Windsor","0","gossip","","Alright, let's go."
"Reginald Windsor","0","gossip","","Open it. We need to hurry up. I can smell those Dark Irons coming a mile away and I can tell you one thing, they're COMING!"
"Reginald Windsor","0","gossip","","He has to be in the last cell. Unless... they killed him."
"Reginald Windsor","0","gossip","","Get him out of there!"
"Reginald Windsor","0","gossip","","Excellent work, $N. Let's find the exit. I think I know the way. Follow me!"
"Reginald Windsor","0","gossip","","We made it!"
